VNM,1995,0.95,1.0,68.0,1.0
PSE,1995,0.0,0.0,0.0,-0.01093691848899958
YEM,1995,0.9,0.9,63.0,1.0
ZMB,1995,0.8,0.7,61.0,0.75
ZWE,1995,0.95,0.85,59.0,0.65
AFG,1996,1.0,1.0,90.0,1.0
ALB,1996,0.8,0.6,71.0,0.9
DZA,1996,1.0,1.0,99.0,0.95
AND,1996,0.0,0.0,0.0,-0.014600089054990661
AGO,1996,0.85,0.6,69.0,1.0
ATG,1996,0.95,0.1,35.0,0.4
ARG,1996,0.35,0.3,31.0,0.35
ARM,1996,0.9,0.8,56.0,0.55
AUS,1996,0.1,0.2,8.0,0.1
AUT,1996,0.2,0.0,12.0,0.3
AZE,1996,1.0,0.75,69.0,0.95
BHS,1996,0.15,0.1,7.0,0.1
BHR,1996,1.0,0.85,60.0,1.0
BGD,1996,0.75,0.85,49.0,0.4
BRB,1996,0.4,0.3,16.0,0.1
BLR,1996,0.95,0.75,70.0,0.8
BEL,1996,0.15,0.1,10.0,0.1
BLZ,1996,0.55,0.4,25.0,0.3
BEN,1996,0.45,0.45,31.0,0.55
BTN,1996,0.9,1.0,62.0,1.0
BOL,1996,0.2,0.2,17.0,0.2
BIH,1996,0.7,0.95,76.0,0.9
BWA,1996,0.5,0.4,30.0,0.5
BRA,1996,0.4,0.4,30.0,0.2
BRN,1996,1.0,0.9,74.0,0.8
BGR,1996,0.75,0.6,46.0,0.55
BFA,1996,0.6,0.5,37.0,0.75
BDI,1996,0.95,0.95,85.0,1.0
KHM,1996,0.9,0.5,65.0,0.7
CMR,1996,0.9,0.7,72.0,1.0
CAN,1996,0.2,0.15,23.0,0.15
CPV,1996,0.3,0.5,32.0,0.5
CAF,1996,0.85,0.5,65.0,0.9
TCD,1996,0.95,0.7,72.0,0.95
CHL,1996,0.4,0.4,28.0,0.45
CHN,1996,0.9,0.75,83.0,1.0
COL,1996,0.75,0.6,54.0,0.45
COM,1996,0.55,0.55,35.0,0.65
COG,1996,0.65,0.6,52.0,0.85
COD,1996,1.0,0.5,84.0,1.0
CRI,1996,0.2,0.35,18.0,0.15
CIV,1996,0.65,0.55,74.0,0.9
XXC,1996,0.0,0.0,0.0,-0.014600089054990661
HRV,1996,0.8,0.6,58.0,0.9
CUB,1996,1.0,1.0,90.0,1.0
CYP,1996,0.35,0.25,16.0,0.2
CZE,1996,0.4,0.25,19.0,0.3
DNK,1996,0.1,0.25,9.0,0.1
DJI,1996,0.8,0.8,52.0,0.8
DMA,1996,0.4,0.3,16.0,0.1
DOM,1996,0.6,0.6,38.0,0.2
ECU,1996,0.5,0.3,38.0,0.35
EGY,1996,0.95,0.9,80.0,0.9
SLV,1996,0.65,0.65,41.0,0.3
GNQ,1996,1.0,0.5,78.0,0.9
ERI,1996,0.7,1.0,68.0,1.0
EST,1996,0.5,0.45,24.0,0.25
ETH,1996,0.75,0.7,57.0,0.9
FJI,1996,0.85,0.7,57.0,0.65
FIN,1996,0.35,0.3,15.0,0.1
FRA,1996,0.45,0.35,30.0,0.1
GAB,1996,0.65,0.4,49.0,0.75
GEO,1996,0.8,0.9,68.0,0.7
DEU,1996,0.2,0.15,21.0,0.2
GHA,1996,0.8,0.95,62.0,0.55
GRC,1996,0.3,0.2,29.0,0.4
GRD,1996,0.2,0.6,20.0,0.2
GTM,1996,0.7,0.4,56.0,0.45
GIN,1996,0.85,0.7,61.0,1.0
GNB,1996,0.75,0.9,49.0,0.3
GUY,1996,0.65,0.45,26.0,0.2
HTI,1996,0.65,0.7,59.0,0.6
HND,1996,1.0,0.45,34.0,0.25
HKG,1996,0.9,0.4,30.0,0.2
HUN,1996,0.75,0.5,34.0,0.2
ISL,1996,0.1,0.4,12.0,0.1
IND,1996,0.55,0.55,48.0,0.2
